Date,Price,Quatity Sold
Aug 14 2017 01: +0,0.03,8705
Aug 15 2017 01: +0,0.03,6114
Aug 16 2017 01: +0,0.03,7190
Aug 17 2017 01: +0,0.03,9151
Aug 18 2017 01: +0,0.03,5868
Aug 19 2017 01: +0,0.03,5839
Aug 20 2017 01: +0,0.03,3852
Aug 21 2017 01: +0,0.03,7625
Aug 22 2017 01: +0,0.03,8383
Aug 23 2017 01: +0,0.03,4232
Aug 24 2017 01: +0,0.03,5387
Aug 25 2017 01: +0,0.03,4235
Aug 26 2017 01: +0,0.03,4722
Aug 27 2017 01: +0,0.03,4750
Aug 28 2017 01: +0,0.03,6320
Aug 29 2017 01: +0,0.03,5421
Aug 30 2017 01: +0,0.03,4931
Aug 31 2017 01: +0,0.03,4111
Sep 01 2017 01: +0,0.03,5143
Sep 02 2017 01: +0,0.03,4757
Sep 03 2017 01: +0,0.03,5485
Sep 04 2017 01: +0,0.03,5428
Sep 05 2017 01: +0,0.03,4627
Sep 06 2017 01: +0,0.03,5914
Sep 07 2017 01: +0,0.03,4193
Sep 08 2017 01: +0,0.03,6242
Sep 09 2017 01: +0,0.03,6176
Sep 10 2017 01: +0,0.03,4615
Sep 11 2017 01: +0,0.03,4222
Sep 12 2017 01: +0,0.03,4592
Sep 13 2017 01: +0,0.03,5350
Sep 14 2017 01: +0,0.03,6039
Sep 15 2017 01: +0,0.03,6133
Sep 16 2017 01: +0,0.03,6834
Sep 17 2017 01: +0,0.03,7635
Sep 18 2017 01: +0,0.03,7230
Sep 19 2017 01: +0,0.03,4474
Sep 20 2017 01: +0,0.03,5917
Sep 21 2017 01: +0,0.03,6395
Sep 22 2017 01: +0,0.03,6102
Sep 23 2017 01: +0,0.03,6463
Sep 24 2017 01: +0,0.03,9317
Sep 25 2017 01: +0,0.03,5953
Sep 26 2017 01: +0,0.03,4630
Sep 27 2017 01: +0,0.03,6681
Sep 28 2017 01: +0,0.03,6781
Sep 29 2017 01: +0,0.03,6263
Sep 30 2017 01: +0,0.03,8185
Oct 01 2017 01: +0,0.03,8107
Oct 02 2017 01: +0,0.03,5942
Oct 03 2017 01: +0,0.03,6218
Oct 04 2017 01: +0,0.03,6938
Oct 05 2017 01: +0,0.03,6363
Oct 06 2017 01: +0,0.03,5146
